title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours
Add country.is API,2019-12-04T18:13:22Z,2021-03-24T19:15:10Z,2021-03-24T19:15:10Z,1,,11425.03
Add Glosbe API,2019-12-06T05:02:26Z,,2021-04-17T00:59:19Z,3,,11947.948055555555
Create LICENSE,2019-12-16T12:04:57Z,,2021-03-30T06:46:58Z,1,,11274.700277777778
Added Technical Analysis API,2019-12-19T23:47:44Z,2021-04-17T01:15:19Z,2021-04-17T01:15:19Z,1,,11617.459722222222
Add cataas api,2019-12-20T23:56:39Z,2021-04-17T07:01:22Z,2021-04-17T07:01:23Z,1,,11599.078611111112
added a food api,2019-12-24T06:54:17Z,,2021-03-27T18:04:45Z,1,,11027.174444444445
Add UUID generator,2019-12-30T04:40:29Z,2021-03-29T00:50:21Z,2021-03-29T00:50:21Z,2,,10916.164444444445
Added spoonacular api,2020-01-01T00:25:46Z,,2020-01-02T04:32:41Z,1,,28.115277777777777
Add spoonacular to food api,2020-01-02T04:37:41Z,,2021-04-25T22:01:47Z,1,,11513.401666666667
Add Airtel IP,2020-01-04T14:34:22Z,2021-03-27T18:47:49Z,2021-03-27T18:47:49Z,1,,10756.224166666667
Adding isdayoff.ru into Calendar section,2020-01-14T11:36:25Z,2021-03-27T22:14:24Z,2021-03-27T22:14:24Z,1,,10522.633055555556
Randommer.Io Data Generator,2020-01-15T09:23:06Z,2021-03-29T12:38:20Z,2021-03-29T12:38:20Z,2,,10539.253888888888
Add brawl stars api,2020-01-25T19:34:58Z,,2020-04-22T19:58:29Z,1,,2112.3919444444446
Add SearchLy API,2020-01-26T16:02:49Z,2020-02-27T13:45:12Z,2020-02-27T13:45:12Z,1,,765.7063888888889
Add google dictionary API.,2020-02-18T04:31:07Z,,2021-08-09T10:34:46Z,1,,12918.060833333333
Wine API added,2020-03-13T20:19:54Z,,2021-03-27T20:29:48Z,1,,9096.165
Add weatherstack api option in Weather category,2020-03-27T10:44:01Z,,2021-03-26T22:09:45Z,1,,8747.42888888889
Add UnixTime API,2020-04-03T08:36:38Z,2021-03-26T22:13:31Z,2021-03-26T22:13:31Z,1,,8581.614722222223
Anime-chan added,2020-04-13T09:55:42Z,2021-03-27T21:41:14Z,2021-03-27T21:41:14Z,1,,8363.75888888889
"Added Zube to ""Documents & Productivity""",2020-04-18T09:14:16Z,,2021-03-27T22:53:11Z,1,,8245.648611111112
added reSmush.it API,2020-04-19T15:51:04Z,2021-03-28T08:39:56Z,2021-03-28T08:39:56Z,1,,8224.814444444444
added graph countries API,2020-04-19T23:47:19Z,2021-03-30T01:16:51Z,2021-03-30T01:16:51Z,2,,8257.492222222223
Add Game of Thrones Quotes,2020-04-20T14:25:46Z,2021-03-30T01:32:23Z,2021-03-30T01:32:23Z,2,,8243.110277777778
Added Google doc agreement api,2020-04-20T15:49:59Z,,2021-03-30T01:47:39Z,1,,8241.961111111112
Added virushee.com,2020-04-21T11:10:58Z,2021-03-27T22:04:19Z,2021-03-27T22:04:19Z,2,,8170.889166666667
Update PandaScore link,2020-04-22T12:33:15Z,2021-03-28T08:32:42Z,2021-03-28T08:32:42Z,1,,8155.990833333333
Removed dead links,2020-04-22T23:24:00Z,2020-04-27T08:42:50Z,2020-04-27T08:42:50Z,4,,105.31388888888888
Added Geocodify,2020-04-23T11:53:33Z,2021-03-30T01:55:21Z,2021-03-30T01:55:21Z,4,,8174.03
Added quarantine.country covid-19 api,2020-04-23T14:40:38Z,2021-03-30T02:08:12Z,2021-03-30T02:08:12Z,1,,8171.459444444445
Added UK Bank Holidays API,2020-04-24T10:37:06Z,2021-03-30T02:15:19Z,2021-03-30T02:15:19Z,2,,8151.636944444444
Confirms CORS support for Ghibli API,2020-04-25T01:30:39Z,2021-03-24T11:12:53Z,2021-03-24T11:12:53Z,2,,8001.703888888889
Added LoginRadius under Security category,2020-04-25T09:18:26Z,2021-03-30T02:46:51Z,2021-03-30T02:46:51Z,2,,8129.4736111111115
add coronavirus tracker api,2020-04-27T10:32:59Z,,2021-03-30T02:56:40Z,1,,8080.394722222222
Add MCU Countdown API,2020-04-28T01:33:08Z,2021-03-30T03:01:42Z,2021-03-30T03:01:42Z,2,,8065.476111111111
Add SWAPI,2020-04-28T10:46:57Z,2021-04-17T02:23:44Z,2021-04-17T02:23:44Z,1,,8487.613055555556
Added Pixela,2020-04-30T00:41:25Z,2021-03-30T03:14:30Z,2021-03-30T03:14:30Z,2,,8018.551388888889
add PM2.5 Open Data Portal in Environment section,2020-04-30T01:16:16Z,2021-03-30T03:26:44Z,2021-03-30T03:26:44Z,2,,8018.174444444445
"Added Sentim-API, a free API for sentiment analysis",2020-04-30T06:59:37Z,2020-05-05T11:31:30Z,2020-05-05T11:31:30Z,3,,124.53138888888888
Adds shrtlnk.dev url shortener,2020-05-02T02:11:18Z,2021-04-06T07:49:01Z,2021-04-06T07:49:01Z,1,,8141.628611111111
Added Verimail and Veriphone to Data Validation,2020-05-02T14:37:38Z,,2021-04-01T17:06:53Z,1,,8018.4875
New APIs collection for fake data: FakerAPI,2020-05-04T08:55:59Z,2021-04-01T00:52:28Z,2021-04-01T00:52:28Z,2,,7959.9413888888885
Add a RESTful free API to check the weather,2020-05-06T17:38:39Z,2021-04-06T07:44:51Z,2021-04-06T07:44:51Z,1,,8030.1033333333335
Add Creative Commons Catalog API,2020-05-09T23:07:01Z,2020-11-06T17:46:40Z,2020-11-06T17:46:40Z,5,,4338.660833333333
added Convenient HackerNews graphql API,2020-05-11T12:45:22Z,,2021-04-07T19:45:28Z,1,,7951.001666666667
Added Pantry - Free JSON Storage API,2020-05-11T14:23:40Z,2021-04-01T17:15:32Z,2021-04-01T17:15:32Z,1,,7802.864444444444
Add Dog Facts API,2020-05-14T15:15:33Z,2021-04-01T01:05:35Z,2021-04-01T01:05:35Z,2,,7713.833888888889
Add ScrapingDog,2020-05-14T15:58:32Z,2021-04-17T02:38:30Z,2021-04-17T02:38:30Z,1,,8098.666111111111
Added 2 apis in development category,2020-05-15T17:50:28Z,,2021-04-13T09:17:03Z,1,,7983.4430555555555
Add mozilla observatory,2020-05-21T09:49:24Z,2021-04-17T02:53:24Z,2021-04-17T02:53:25Z,1,,7937.066666666667
Added CheapShark API,2020-05-22T15:38:18Z,2020-11-04T21:16:56Z,2020-11-04T21:16:56Z,2,,3989.643888888889
Added GitGuardian API,2020-05-28T12:24:45Z,2021-03-30T08:14:58Z,2021-03-30T08:14:58Z,1,,7339.836944444444
added Hookless,2020-05-31T10:03:21Z,,2021-04-01T17:25:55Z,1,,7327.376111111111
Add UK government API catalogue,2020-06-01T08:44:23Z,2021-04-02T12:41:46Z,2021-04-02T12:41:46Z,1,,7323.956388888889
Added Coronavirus Graphs API ,2020-06-01T11:41:23Z,2021-04-25T22:16:56Z,2021-04-25T22:16:56Z,2,,7882.5925
Add MLB API,2020-06-01T12:39:00Z,2021-04-02T12:55:49Z,2021-04-02T12:55:49Z,1,,7320.280277777778
Update Amadeus API,2020-06-01T16:07:32Z,,2021-04-26T22:49:45Z,1,,7902.703611111111
Added Salesfly PDF API,2020-06-05T11:32:53Z,2021-04-26T23:26:32Z,2021-04-26T23:26:32Z,2,,7811.894166666667
Add API la Data Verte - Environment topic,2020-06-05T14:03:07Z,2021-04-02T13:03:29Z,2021-04-02T13:03:29Z,1,,7223.006111111111
Added 1 api in the Government category,2020-06-11T02:13:30Z,2021-04-02T13:05:49Z,2021-04-02T13:05:49Z,1,,7090.871944444444
Add localizr API,2020-06-15T19:02:43Z,2021-04-06T07:46:31Z,2021-04-06T07:46:31Z,1,,7068.73
Added hubblesite API,2020-06-20T18:24:00Z,2021-04-13T09:11:50Z,2021-04-13T09:11:50Z,3,,7118.797222222222
Adding Dataflow Kit COVID-19 API for corona statictics,2020-06-21T10:59:55Z,2021-04-26T23:45:27Z,2021-04-26T23:45:27Z,1,,7428.758888888889
Added wecantrack.com API,2020-06-25T07:25:09Z,2021-04-26T23:59:27Z,2021-04-26T23:59:28Z,4,,7336.571666666667
add cryptomarket api - cryptocurrency exchange api,2020-06-26T21:31:06Z,2021-04-03T08:00:46Z,2021-04-03T08:00:46Z,1,,6730.4944444444445
Add reduced.me URL shortener API,2020-07-01T12:45:23Z,,2021-04-27T00:10:23Z,1,,7187.416666666667
Add SWAPI,2020-07-02T23:09:06Z,2020-10-11T19:33:31Z,2020-10-11T19:33:31Z,1,,2420.4069444444444
Add Vadivelu HTTP Codes and Biriyani As A Service,2020-07-06T09:28:42Z,2021-04-27T00:36:31Z,2021-04-27T00:36:31Z,1,,7071.130277777777
Music - added musikki api,2020-07-13T13:05:11Z,,2021-04-02T13:18:46Z,1,,6312.226388888889
docs: update Kitsu's CORS field and documentation link,2020-07-16T17:44:27Z,,2020-12-10T20:12:38Z,2,,3530.469722222222
Added zip codes and streets from Brazil API,2020-07-26T20:22:29Z,2021-04-03T08:36:01Z,2021-04-03T08:36:01Z,1,,6012.225555555556
Real Time Finance : A financial websocket API,2020-07-27T13:47:45Z,2021-04-27T01:44:04Z,2021-04-27T01:44:04Z,2,,6563.938611111111
Add opentopodata.org,2020-07-31T23:37:46Z,2021-04-27T01:56:36Z,2021-04-27T01:56:36Z,3,,6458.313888888889
Add 4 News APIs,2020-08-11T05:49:07Z,,2021-04-27T12:41:59Z,1,,6222.881111111111
Penguin publishing cors,2020-08-13T13:41:33Z,2021-03-24T11:23:45Z,2021-03-24T11:23:45Z,2,,5349.703333333333
Update QuoteGarden API,2020-08-14T02:57:46Z,,2021-04-29T07:04:20Z,1,,6196.109444444444
Adding Clinical Trials API,2020-08-14T20:52:52Z,,2021-04-27T03:29:44Z,1,,6126.614444444444
Added ObjectCut as background removal API,2020-08-15T10:21:38Z,2020-11-04T20:08:07Z,2020-11-04T20:08:07Z,1,,1953.7747222222222
The languagelayer now require apiKey,2020-08-16T00:15:14Z,,2020-12-25T16:09:11Z,2,,3159.8991666666666
Adds Humble Bundle API,2020-08-17T22:24:37Z,2021-04-04T05:36:16Z,2021-04-04T05:36:16Z,1,,5503.194166666667
Added Open Disease API,2020-08-18T14:15:10Z,2021-05-08T05:44:06Z,2021-05-08T05:44:06Z,2,,6303.482222222222
Added UK Government coronavirus API,2020-08-19T13:38:51Z,2021-04-13T09:14:03Z,2021-04-13T09:14:03Z,3,,5683.586666666667
added stoyle.me to URL shorteners,2020-08-23T04:25:19Z,,2020-11-05T12:34:06Z,1,,1784.1463888888889
Add ScraperBox API to the list,2020-08-23T16:06:59Z,2021-05-01T02:22:00Z,2021-05-01T02:22:00Z,2,,6010.250277777778
ADD Brazilian Chamber of Deputies Open Data API,2020-08-28T16:23:04Z,2021-05-01T02:35:09Z,2021-05-01T02:35:09Z,1,,5890.201388888889
Add microenv - fake rest api,2020-08-30T18:06:05Z,2021-05-01T02:47:36Z,2021-05-01T02:47:36Z,1,,5840.691944444445
Adding new geolocation tool.,2020-08-31T02:35:15Z,2021-04-04T16:47:45Z,2021-04-04T16:47:45Z,1,,5198.208333333333
Add GW2Spidy API,2020-09-02T23:55:53Z,2021-05-01T03:03:55Z,2021-05-01T03:03:55Z,1,,5763.133888888889
Added Unixtime conversion service,2020-09-04T13:39:15Z,2021-04-21T07:43:02Z,2021-04-21T07:43:02Z,2,,5490.063055555555
fix Lord of the Rings API url,2020-09-06T09:50:49Z,,2020-12-10T20:05:50Z,1,,2290.2502777777777
Add Abstract APIs and new phone category,2020-09-14T22:12:44Z,2021-03-25T16:28:50Z,2021-03-25T16:28:50Z,2,,4602.268333333333
Update Vector Express to match v2.0,2020-09-27T19:56:52Z,2021-04-11T09:17:54Z,2021-04-11T09:17:54Z,3,,4693.350555555556
Added FBI Wanted API,2020-09-28T14:07:32Z,2020-10-25T17:11:13Z,2020-10-25T17:11:13Z,1,,651.0613888888889
Add catAPI,2020-09-29T17:42:48Z,2021-04-07T19:22:22Z,2021-04-07T19:22:22Z,2,,4561.6594444444445
Public ap is,2020-09-30T20:06:01Z,,2021-07-08T17:16:42Z,1,,6741.178055555555
Added some more information in README,2020-09-30T21:39:57Z,,2021-05-01T03:57:46Z,1,,5094.296944444444
add apis in books genre,2020-10-01T10:35:31Z,,2021-09-14T23:13:53Z,1,,8364.639444444445
Add Spoonacular API,2020-10-01T18:17:17Z,,2021-05-01T04:05:02Z,1,,5073.795833333334
pwrtelegram > madelineproto,2020-10-02T17:30:48Z,2020-10-11T19:26:56Z,2020-10-11T19:26:56Z,1,,217.93555555555557
Update validate_links.py,2020-10-03T08:50:34Z,,2020-10-03T17:39:13Z,1,,8.810833333333333
Addition of AniDB,2020-10-03T18:27:29Z,2021-09-23T20:39:52Z,2021-09-23T20:39:52Z,5,,8522.20638888889
added SWAPI,2020-10-06T20:37:45Z,,2020-10-11T19:30:07Z,1,,118.87277777777778
Modified url for Edmam api link,2020-10-07T07:59:17Z,2020-10-11T14:16:22Z,2020-10-11T14:16:22Z,2,,102.28472222222223
Adds Education Section and College Score Card API,2020-10-07T22:10:45Z,,2021-10-05T04:16:42Z,2,,8694.099166666667
Added Intelligence X API,2020-10-11T13:08:43Z,2020-10-25T16:44:22Z,2020-10-25T16:44:22Z,3,,339.5941666666667
VATComply.com,2020-10-12T20:07:55Z,2020-10-25T16:47:43Z,2020-10-25T16:47:43Z,2,,308.66333333333336
New action to validate all links from README.md every day at 00:00,2020-10-13T07:17:32Z,2020-10-13T19:57:53Z,2020-10-13T19:57:53Z,1,,12.6725
Added Request Kittens,2020-10-17T06:09:45Z,2020-10-25T18:54:32Z,2020-10-25T18:54:32Z,2,,204.7463888888889
Added Final Space API,2020-10-17T14:23:29Z,2020-10-25T17:02:25Z,2020-10-25T17:02:25Z,1,,194.64888888888888
Add Quotable API,2020-10-19T03:43:16Z,2020-10-25T17:04:45Z,2020-10-25T17:04:45Z,1,,157.35805555555555
Added Orion Health api,2020-10-27T14:42:02Z,2020-11-02T19:35:47Z,2020-11-02T19:35:48Z,2,,148.89583333333334
Proposal: Add Scraper.AI,2020-10-28T09:25:06Z,2020-11-02T20:01:17Z,2020-11-02T20:01:17Z,1,,130.60305555555556
Add AmiiboAPI,2020-10-29T03:58:47Z,,2021-04-10T19:23:27Z,1,,3927.411111111111
Added troposphere.io weather API,2020-11-01T14:51:23Z,2021-04-20T11:50:59Z,2021-04-20T11:50:59Z,1,,4076.9933333333333
Add is.gd URL shortening API,2020-11-10T07:33:39Z,2021-05-01T04:57:52Z,2021-05-01T04:57:52Z,1,,4125.403611111111
Added git.io URL shortener,2020-11-10T16:56:15Z,2021-05-01T05:20:54Z,2021-05-01T05:20:54Z,1,,4116.410833333333
ISS satellite location ,2020-11-12T22:51:00Z,,2021-05-01T05:26:07Z,4,,4062.5852777777777
Added the Spaceflight News API,2020-11-16T19:59:51Z,2020-11-17T19:31:59Z,2020-11-17T19:31:59Z,1,,23.535555555555554
Launch Library is now Launch Library 2,2020-11-16T20:07:11Z,2020-11-17T19:29:01Z,2020-11-17T19:29:01Z,1,,23.363888888888887
Update CORS policy for Open Library,2020-11-18T20:21:22Z,2020-11-19T18:55:40Z,2020-11-19T18:55:40Z,1,,22.571666666666665
Add GamerPower API,2020-11-19T07:17:02Z,,2021-05-07T19:41:18Z,2,,4068.4044444444444
Remove wunderlist,2020-11-19T13:15:45Z,2020-11-22T21:12:36Z,2020-11-22T21:12:36Z,1,,79.9475
"Faking user agent + handle ""no server"" and fallback error",2020-11-19T20:51:10Z,2020-11-22T20:59:33Z,2020-11-22T20:59:33Z,1,,72.13972222222222
File sharing api and video sharing api are added,2020-11-21T06:49:38Z,,2021-08-23T17:14:34Z,1,,6610.415555555555
adding a new open api for weather,2020-12-16T07:20:24Z,,2021-10-05T04:24:04Z,4,,7029.061111111111
Added Urban Dictionary API,2020-12-21T09:03:07Z,,2021-04-13T06:56:13Z,1,,2709.885
Added Hexabin API,2020-12-28T03:16:56Z,2021-04-16T14:01:01Z,2021-04-16T14:01:01Z,5,,2626.7347222222224
"Introduced Travel category (for non-transportation travel) and added Amadeus, Laya and Impala into it",2020-12-28T21:45:17Z,,2021-10-25T01:50:26Z,1,,7204.0858333333335
Add VALR (Cryptocurrency Exchange in South Africa) API,2020-12-29T09:15:25Z,2021-04-10T20:10:14Z,2021-04-10T20:10:14Z,1,,2458.913611111111
Added LiteLink for URL shorteners,2020-12-29T15:56:01Z,2021-04-17T06:59:16Z,2021-04-17T06:59:16Z,4,,2607.054166666667
Added Apimedic API,2021-01-01T11:54:10Z,,2021-04-06T14:51:43Z,1,,2282.9591666666665
Add Dangerous Database,2021-01-06T21:54:00Z,,2021-10-05T04:37:35Z,1,,6510.726388888889
Added SPYSE API,2021-01-13T13:14:41Z,,2021-08-29T08:05:15Z,1,,5466.842777777778
Added Open Source Bhagavad Gita API,2021-01-18T15:05:04Z,,2021-04-15T15:45:08Z,2,,2088.6677777777777
Age of Empires 2 - No CORS,2021-01-27T02:18:57Z,2021-03-24T11:41:40Z,2021-03-24T11:41:40Z,1,,1353.378611111111
CoinRanking Auth,2021-01-29T00:17:50Z,,2021-10-03T03:52:16Z,1,,5931.573888888889
"Add: Open Government, Saudi Arabia",2021-01-31T13:42:32Z,2021-04-18T08:08:14Z,2021-04-18T08:08:14Z,2,,1842.4283333333333
Add Megavangelical API,2021-02-03T03:12:30Z,2021-05-12T18:53:15Z,2021-05-12T18:53:16Z,1,,2367.679166666667
DomainsDB does not accept CORS,2021-02-15T21:54:07Z,2021-03-24T11:49:18Z,2021-03-24T11:49:18Z,1,,877.9197222222223
Update the link from blockchain.info to blockchain.com,2021-02-22T19:43:00Z,2021-03-31T08:40:43Z,2021-03-31T08:40:43Z,2,,876.9619444444445
🐕 Added place.dog to animals section,2021-02-25T13:32:18Z,2021-04-23T09:23:12Z,2021-04-23T09:23:12Z,4,,1363.8483333333334
Add SpaceTraders API to Games,2021-03-10T23:33:04Z,2021-05-12T19:08:11Z,2021-05-12T19:08:11Z,1,,1507.5852777777777
Update README.md,2021-03-13T23:14:37Z,2021-03-24T12:23:12Z,2021-03-24T12:23:12Z,2,,253.14305555555555
Added Sentiment Analysis Api to Text Analysis,2021-03-18T01:17:26Z,2021-04-26T07:38:36Z,2021-04-26T07:38:36Z,2,,942.3527777777778
"Removed ""placegoat.com"" (shut down)",2021-03-19T00:30:51Z,2021-03-19T21:56:04Z,2021-03-19T21:56:05Z,1,,21.420277777777777
Add check for checking duplicated links in README file,2021-03-20T09:42:37Z,2021-03-23T18:34:37Z,2021-03-23T18:34:37Z,5,,80.86666666666666
"removed invalid url for zomato,regulations.gov and betterdoctor",2021-03-26T16:40:59Z,2021-03-27T14:09:51Z,2021-03-27T14:09:51Z,1,,21.48111111111111
Added US census data api,2021-03-31T19:19:55Z,2021-04-02T02:08:24Z,2021-04-02T02:08:24Z,1,APPROVED,30.808055555555555
Add isEven API,2021-04-02T06:41:45Z,2021-04-18T12:31:57Z,2021-04-18T12:31:57Z,1,,389.83666666666664
Remove Indeed,2021-04-02T20:09:24Z,2021-04-03T15:08:37Z,2021-04-03T15:08:37Z,1,,18.986944444444443
Add 'User-Agent' to the auth_keys array in the validate_format script,2021-04-03T09:46:01Z,2021-04-06T07:41:08Z,2021-04-06T07:41:08Z,1,,69.9186111111111
"Update url for ""Transport for Germany"" API",2021-04-06T09:27:01Z,,2021-10-05T04:58:56Z,2,,4363.531944444445
Added Imgflip api,2021-04-06T15:03:41Z,2021-04-26T07:45:37Z,2021-04-26T07:45:37Z,1,,472.6988888888889
Move CONTRIBUTING.md to the root folder,2021-04-10T07:23:36Z,2021-04-11T07:13:31Z,2021-04-11T07:13:31Z,3,,23.831944444444446
Added static site for the public-apis,2021-04-13T17:34:11Z,,2021-11-24T08:18:08Z,3,,5390.7325
Added Apple Music API,2021-04-13T20:58:36Z,2021-05-03T11:26:34Z,2021-05-03T11:26:34Z,1,,470.4661111111111
Added API of Bandcamp,2021-04-13T21:14:10Z,2021-05-14T15:14:59Z,2021-05-14T15:14:59Z,1,,738.0136111111111
Add Glitterly,2021-04-14T15:09:47Z,2021-05-15T07:21:53Z,2021-05-15T07:21:53Z,2,,736.2016666666667
Add ZMOK API,2021-04-15T09:48:30Z,,2021-10-05T05:11:30Z,1,,4147.383333333333
Make CONTRIBUTING.md more precise and clear.,2021-04-24T15:04:18Z,2021-04-25T22:16:06Z,2021-04-25T22:16:06Z,3,,31.196666666666665
Add COVID-19 Tracker Canada,2021-04-24T18:52:12Z,2021-05-18T18:53:35Z,2021-05-18T18:53:35Z,1,,576.0230555555555
Adding Bitquery,2021-04-25T06:31:06Z,,2021-09-01T05:41:49Z,3,,3095.178611111111
Add Cloverly API,2021-04-27T07:37:45Z,2021-05-18T19:57:08Z,2021-05-18T19:57:09Z,1,,516.3230555555556
Add WallstreetBets,2021-04-29T05:59:02Z,2021-05-31T19:43:58Z,2021-05-31T19:43:58Z,3,,781.7488888888889
Add Dune API,2021-04-29T07:07:19Z,,2021-10-05T05:18:53Z,1,,3814.192777777778
add autochess vng api,2021-04-29T14:14:31Z,2021-04-30T07:13:39Z,2021-04-30T07:13:39Z,2,,16.985555555555557
Added RSS feed to JSON API,2021-04-30T11:26:34Z,2021-05-18T20:29:07Z,2021-05-18T20:29:07Z,1,,441.0425
Add Quran API to books.,2021-05-01T14:37:23Z,2021-05-18T20:37:12Z,2021-05-18T20:37:12Z,1,,413.99694444444447
Add DevITJobs Job API,2021-05-02T09:16:15Z,2021-05-18T20:44:27Z,2021-05-18T20:44:27Z,1,,395.47
Add Yo Momma Jokes to Personality,2021-05-02T17:16:52Z,2021-05-18T20:50:36Z,2021-05-18T20:50:36Z,1,,387.5622222222222
Update CONTIRBUTING.md file with removing API string from the API name.,2021-05-03T12:09:19Z,2021-05-05T07:19:26Z,2021-05-05T07:19:26Z,3,,43.16861111111111
Added ApiMedic Api,2021-05-03T14:36:49Z,,2021-10-03T01:59:32Z,1,,3659.3786111111112
Add Dev.to API,2021-05-04T15:01:42Z,,2021-10-03T01:46:45Z,1,,3634.7508333333335
Add/update some currency exchange details,2021-05-04T18:54:32Z,2021-05-18T21:08:46Z,2021-05-18T21:08:46Z,1,,338.2372222222222
Add RoadGoat Cities API,2021-05-04T19:08:33Z,2021-05-19T18:19:14Z,2021-05-19T18:19:14Z,2,,359.17805555555555
"Add: Open Government, Peru",2021-05-05T13:02:55Z,2021-05-19T18:33:54Z,2021-05-19T18:33:54Z,1,,341.5163888888889
Add Shrtcode API,2021-05-05T21:43:34Z,2021-05-20T18:16:51Z,2021-05-20T18:16:51Z,6,,356.5547222222222
Add ApicAgent,2021-05-07T14:07:21Z,2021-05-19T18:43:36Z,2021-05-19T18:43:36Z,2,,292.6041666666667
Add 1pt API,2021-05-07T17:41:10Z,2021-05-19T18:51:04Z,2021-05-19T18:51:04Z,1,,289.165
Add GamerPower API,2021-05-07T19:43:19Z,2021-05-20T22:50:40Z,2021-05-20T22:50:40Z,1,,315.1225
Add Inspiration to Personality,2021-05-08T18:00:04Z,2021-05-18T21:13:35Z,2021-05-18T21:13:35Z,1,,243.2252777777778
Update Dota 2 API authentication,2021-05-09T00:07:02Z,2021-05-20T23:02:56Z,2021-05-20T23:02:56Z,1,,286.9316666666667
Add URLHaus API,2021-05-09T09:56:46Z,2021-05-22T19:10:45Z,2021-05-22T19:10:45Z,2,,321.23305555555555
Added CCDB and CText,2021-05-09T19:19:40Z,2021-05-21T02:20:23Z,2021-05-21T02:20:23Z,4,,271.01194444444445
Fixer HTTPs is a paid feature,2021-05-10T22:19:34Z,2021-05-21T13:00:57Z,2021-05-21T13:00:57Z,6,,254.68972222222223
Add Movie Quotes,2021-05-15T18:56:02Z,,2021-05-22T13:59:40Z,1,,163.06055555555557
CORS support mentioned and URL updated,2021-05-20T05:16:00Z,,2021-05-21T06:10:33Z,1,,24.909166666666668
Add Cowin API,2021-05-21T03:49:10Z,,2021-05-23T05:11:28Z,1,,49.37166666666667
Update CORS support for ipapi.co,2021-05-21T06:14:38Z,2021-05-21T11:48:17Z,2021-05-21T11:48:17Z,1,,5.560833333333333
a squashed pull request for `#1722`,2021-05-22T14:12:36Z,2021-05-22T17:16:19Z,2021-05-22T17:16:19Z,1,,3.0619444444444444
Add Pyschonauts API to Games & Comics,2021-05-23T04:22:51Z,,2021-05-25T02:27:48Z,3,,46.0825
Add Cowin API ,2021-05-23T05:24:47Z,2021-05-23T07:17:49Z,2021-05-23T07:17:49Z,2,,1.883888888888889
Remove broken links,2021-05-23T07:59:54Z,,2021-06-03T19:34:56Z,2,,275.5838888888889
Add OpenVisionAPI to machine learning,2021-05-23T17:51:46Z,2021-05-24T04:23:26Z,2021-05-24T04:23:26Z,1,,10.527777777777779
Add Kutt to URL Shorteners,2021-05-24T04:39:56Z,2021-05-24T17:15:12Z,2021-05-24T17:15:12Z,1,,12.587777777777777
Add Notion api ,2021-05-25T10:03:41Z,2021-05-26T16:41:03Z,2021-05-26T16:41:03Z,3,,30.622777777777777
Edit football-data API,2021-05-27T02:25:35Z,,2021-09-05T01:39:53Z,2,,2423.2383333333332
removed bahanceAPI,2021-05-27T10:53:03Z,2021-05-27T16:51:11Z,2021-05-27T16:51:11Z,1,,5.9688888888888885
Added GoRest API,2021-05-27T12:07:55Z,,2021-05-28T07:14:54Z,3,,19.11638888888889
"ratesapi.io bought by apilayer, shut down / merged",2021-05-27T19:49:49Z,2021-05-28T00:48:10Z,2021-05-28T00:48:10Z,1,,4.9725
Added Gorest API,2021-05-28T07:21:43Z,2021-05-29T20:38:25Z,2021-05-29T20:38:25Z,1,,37.278333333333336
added ErosNow API in video section.,2021-05-29T08:28:16Z,,2021-05-30T03:25:11Z,2,,18.948611111111113
ADD - News Api,2021-06-03T15:38:28Z,,2021-06-04T00:19:22Z,1,,8.681666666666667
Add Datamuse API,2021-06-03T21:56:25Z,2021-06-04T14:04:49Z,2021-06-04T14:04:49Z,2,,16.14
Remove Trefle API,2021-06-04T02:52:30Z,2021-06-04T15:06:51Z,2021-06-04T15:06:51Z,1,,12.239166666666666
add EscapeAPI to security,2021-06-04T15:10:59Z,2021-06-10T02:26:20Z,2021-06-10T02:26:20Z,2,,131.25583333333333
Update ExchangeRate-API auth,2021-06-04T15:13:25Z,2021-06-09T05:11:12Z,2021-06-09T05:11:12Z,1,,109.96305555555556
Updating my Bhagavad Gita API,2021-06-04T17:35:52Z,2021-06-10T07:19:00Z,2021-06-10T07:19:00Z,5,,133.7188888888889
Rename Pyschonauts -> Psychonauts,2021-06-05T16:29:30Z,2021-06-07T04:56:22Z,2021-06-07T04:56:22Z,1,,36.44777777777778
Add Styvio,2021-06-05T19:12:00Z,2021-06-12T01:04:31Z,2021-06-12T01:04:31Z,4,,149.87527777777777
Add cryptocurrency data to finance section,2021-06-06T00:49:18Z,,2021-06-09T05:33:05Z,1,,76.72972222222222
Add CountryStateCity API,2021-06-06T13:28:02Z,2021-06-12T01:00:46Z,2021-06-12T01:00:46Z,3,,131.54555555555555
Add arXiv API,2021-06-06T16:18:23Z,2021-06-10T05:27:05Z,2021-06-10T05:27:05Z,1,,85.145
Add Nomics API,2021-06-06T16:20:45Z,2021-06-10T05:32:21Z,2021-06-10T05:32:21Z,1,,85.19333333333333
Add Animal Crossing: New Horizons,2021-06-07T14:23:27Z,2021-06-10T05:44:33Z,2021-06-10T05:44:33Z,1,,63.35166666666667
Remove Marijuana Strains,2021-06-07T16:10:39Z,2021-06-09T05:37:57Z,2021-06-09T05:37:57Z,1,,37.455
Add AviationWeather API to Weather,2021-06-07T17:26:17Z,2021-06-10T05:52:14Z,2021-06-10T05:52:14Z,1,,60.4325
Add PHP-Noise API to Art & Design,2021-06-07T19:16:03Z,2021-06-10T06:00:08Z,2021-06-10T06:00:08Z,2,,58.734722222222224
